All Transactions Announced Date,Target/Issuer,Transaction Types,Transaction Status,Buyers/Investors,Sellers/Sponsor,CIQ Transaction ID,First Trade Date [1/1/2015-12/7/2020] [Primary Listing] [Target/Issuer],Company Status [Target/Issuer]
03/23/2017,Hana Financial Seventh Special Purpose Acquisition Company,Merger/Acquisition,Closed,-,"JC Assset Management Co., Ltd.",IQTR424320797,"KOSDAQ:A230240
Company: Hana Financial Seventh Special Purpose Acquisition Company
(IQT316308696) - 12/16/2015",Acquired
12/22/2015,Hana Financial Seventh Special Purpose Acquisition Company,Merger/Acquisition,Closed,"Kolon Investment, Inc.",-,IQTR320153411,"KOSDAQ:A230240
Company: Hana Financial Seventh Special Purpose Acquisition Company
(IQT316308696) - 12/16/2015",Acquired
01/22/2020,Hana Financial Thirteen Special Purpose Acquisition Company,Merger/Acquisition,Closed,"WINTEC Co.,Ltd. (KOSDAQ:A320000)","Heritagept Partners Co., Ltd.",IQTR652193190,"KOSDAQ:A320000
Company: Hana Financial Thirteen Special Purpose Acquisition Company
(IQT632312955) - 9/18/2019",Acquired
06/12/2017,Hana Must Fourth Special Purpose Acquisition Company,Merger/Acquisition,Closed,"RoboRobo Co., Ltd. (KOSDAQ:A215100)","With Investment Co., Ltd.",IQTR433969968,"KOSDAQ:A215100
Company: Hana Must Fourth Special Purpose Acquisition Company
(IQT291901074) - 4/22/2015",Acquired
11/30/2017,"Hanwha Ace  Special Purpose Acquisition 4th CO., LTD.",Merger/Acquisition,Closed,"With Investment Co., Ltd.",-,IQTR545413415,"KOSDAQ:A279410
Company: Hanwha Ace  Special Purpose Acquisition 4th CO., LTD.
(IQT540719912) - 11/27/2017",Operating
11/29/2017,"Hanwha Ace  Special Purpose Acquisition 4th CO., LTD.",Merger/Acquisition,Closed,Yurie asset Management Inc.,-,IQTR545256297,"KOSDAQ:A279410
Company: Hanwha Ace  Special Purpose Acquisition 4th CO., LTD.
(IQT540719912) - 11/27/2017",Operating
11/22/2016,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",Merger/Acquisition,Closed,-,-,IQTR410670626,"KOSDAQ:A214680
Company: Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.
(IQT290737196) - 4/20/2015",Acquired
06/26/2016,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",Merger/Acquisition,Closed,DRTECH Corporation (KOSDAQ:A214680),"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800); Daishin Asset Management Co., Ltd.; Global & Associates, Inc.; DGB Asset Management Co., Ltd.",IQTR369154454,"KOSDAQ:A214680
Company: Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.
(IQT290737196) - 4/20/2015",Acquired
08/11/2015,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",Merger/Acquisition,Closed,-,"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800)",IQTR309054688,"KOSDAQ:A214680
Company: Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.
(IQT290737196) - 4/20/2015",Acquired
04/23/2015,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",Merger/Acquisition,Closed,"DGB Asset Management Co., Ltd.",-,IQTR292196804,"KOSDAQ:A214680
Company: Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.
(IQT290737196) - 4/20/2015",Acquired
04/23/2015,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",Merger/Acquisition,Closed,"Daishin Asset Management Co., Ltd.",-,IQTR292201464,"KOSDAQ:A214680
Company: Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.
(IQT290737196) - 4/20/2015",Acquired
11/27/2017,"Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.",Merger/Acquisition,Closed,-,"Aurum Asset Management Co., Ltd.",IQTR545055828,"KOSDAQ:A264290
Company: Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.
(IQT423738926) - 5/2/2017",Operating
05/11/2017,"Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.",Merger/Acquisition,Closed,"Aurum Asset Management Co., Ltd.",-,IQTR430525065,"KOSDAQ:A264290
Company: Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.
(IQT423738926) - 5/2/2017",Operating
05/09/2017,"Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.",Merger/Acquisition,Closed,"With Investment Co., Ltd.",-,IQTR430169331,"KOSDAQ:A264290
Company: Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.
(IQT423738926) - 5/2/2017",Operating
04/13/2017,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,Didim Inc. (KOSDAQ:A217620),"KTB Asset Management Co., Ltd; Daishin Asset Management Co., Ltd.; Alliance Capital Partners Co., Ltd., Asset Management Arm; Kiwoom Asset Management Co., Ltd.",IQTR427651142,"KOSDAQ:A217620
Company: Hanwha ACPC Special Purpose Acquisition Co., Ltd.
(IQT303376039) - 6/10/2015",Acquired
11/20/2015,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"KTB Asset Management Co., Ltd",-,IQTR317390713,"KOSDAQ:A217620
Company: Hanwha ACPC Special Purpose Acquisition Co., Ltd.
(IQT303376039) - 6/10/2015",Acquired
06/15/2015,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Alliance Capital Partners Co., Ltd., Asset Management Arm",-,IQTR304017874,"KOSDAQ:A217620
Company: Hanwha ACPC Special Purpose Acquisition Co., Ltd.
(IQT303376039) - 6/10/2015",Acquired
06/12/2015,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Daishin Asset Management Co., Ltd.",-,IQTR303818219,"KOSDAQ:A217620
Company: Hanwha ACPC Special Purpose Acquisition Co., Ltd.
(IQT303376039) - 6/10/2015",Acquired
06/11/2015,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Kiwoom Asset Management Co., Ltd.",-,IQTR303716265,"KOSDAQ:A217620
Company: Hanwha ACPC Special Purpose Acquisition Co., Ltd.
(IQT303376039) - 6/10/2015",Acquired
03/10/2017,"Hanwha MGI Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,-,"Kiwoom Asset Management Co., Ltd.",IQTR423021150,"KOSDAQ:A215380
Company: Hanwha MGI Special Purpose Acquisition Co., Ltd.
(IQT301328855) - 5/18/2015",Acquired
10/31/2016,"Hanwha MGI Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"WOOJUNG BIO, Inc. (KOSDAQ:A215380)","Daishin Asset Management Co., Ltd.; Maple Investment Partners; Kiwoom Asset Management Co., Ltd.; MG Investment Inc.; Mgi Investment Co., Ltd.",IQTR408871800,"KOSDAQ:A215380
Company: Hanwha MGI Special Purpose Acquisition Co., Ltd.
(IQT301328855) - 5/18/2015",Acquired
05/22/2015,"Hanwha MGI Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Kiwoom Asset Management Co., Ltd.; MG Investment Inc.",-,IQTR301952734,"KOSDAQ:A215380
Company: Hanwha MGI Special Purpose Acquisition Co., Ltd.
(IQT301328855) - 5/18/2015",Acquired
05/22/2015,"Hanwha MGI Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Daishin Asset Management Co., Ltd.",-,IQTR303296293,"KOSDAQ:A215380
Company: Hanwha MGI Special Purpose Acquisition Co., Ltd.
(IQT301328855) - 5/18/2015",Acquired
07/03/2019,"Hanwha Susung Special Purpose Acquisition CO., LTD.",Merger/Acquisition,Cancelled,"Grex Co., Ltd.",-,IQTR635969306,"KOSDAQ:A265920
Company: Hanwha Susung Special Purpose Acquisition CO., LTD.
(IQT428029754) - 6/8/2017",Operating
06/02/2017,Harbour Star Capital Inc.,Merger/Acquisition,Closed,EastWest Bioscience Inc. (TSXV:EAST),-,IQTR536373834,"TSXV:HSC.P
Company: Harbour Star Capital Inc.
(IQT422441511) - 3/7/2017",Acquired
03/13/2017,Harmony Merger Corp.,Merger/Acquisition,Closed,NextDecade Corporation (NasdaqCM:NEXT),"Fir Tree Partners; Bardin Hill Investment Partners LP; Glazer Capital, LLC; Davidson Kempner Capital Management LP; Karpus Management Inc.; BIP GP LLC; Basso Capital Management, L.P.; K2 & Associates Investment Management Inc.; Polar Asset Management Partners Inc.; Covalent Partners LLC; Hudson Bay Capital Management LP; Pentwater Capital Management LP; Periscope Capital Inc",IQTR423274168,"NasdaqCM:NEXT
Company: Harmony Merger Corp.
(IQT290824310) - 6/4/2015",Acquired
01/09/2017,Harmony Merger Corp.,Merger/Acquisition,Cancelled,"MUNDO Media, Inc.","Fir Tree Partners; Glazer Capital, LLC; Davidson Kempner Capital Management LP; BIP GP LLC; K2 & Associates Investment Management Inc.; Polar Asset Management Partners Inc.; Covalent Partners LLC; Hudson Bay Capital Management LP",IQTR415671596,"NasdaqCM:NEXT
Company: Harmony Merger Corp.
(IQT290824310) - 6/4/2015",Acquired
04/01/2019,HAW Capital Corp.,Merger/Acquisition,Closed,GOLO Mobile Inc. (TSXV:WLTR),-,IQTR608444902,"TSXV:GOLO
Company: HAW Capital Corp.
(IQT420230750) - 3/23/2017",Acquired
08/23/2018,HAW Capital Corp.,Merger/Acquisition,Cancelled,Merrco Payments Inc.,-,IQTR578608047,"TSXV:GOLO
Company: HAW Capital Corp.
(IQT420230750) - 3/23/2017",Acquired
11/01/2018,Haymaker Acquisition Corp.,Merger/Acquisition,Closed,OneSpaWorld Holdings Limited (NasdaqCM:OSW),-,IQTR591193622,"N/A
Company: Haymaker Acquisition Corp.
(IQT544104245) - 11/17/2017",Acquired
10/02/2019,Health Sciences Acquisitions Corporation,Merger/Acquisition,Closed,"Immunovant, Inc. (NasdaqGS:IMVT)",-,IQTR639190655,"NasdaqCM:HSAC
Company: Health Sciences Acquisitions Corporation
(IQT606003771) - 6/21/2019",Acquired
07/29/2020,Healthcare Merger Corp.,Merger/Acquisition,Closed,"SOC Telemed, Inc. (NasdaqCM:TLMD)",-,IQTR681047577,"NasdaqCM:HCCO
Company: Healthcare Merger Corp.
(IQT646180411) - 1/28/2020",Acquired
12/22/2016,Hennessy Capital Acquisition Corp. II,Merger/Acquisition,Closed,"Daseke, Inc. (NasdaqCM:DSKE)",Continental Stock Transfer & Trust Company; Hennessy Capital LLC,IQTR414146227,"NasdaqCM:HCAC
Company: Hennessy Capital Acquisition Corp. II
(IQT304852079) - 7/23/2015",Acquired
06/26/2018,Hennessy Capital Acquisition Corp. III,Merger/Acquisition,Closed,NRC Group Holdings Corp.,-,IQTR571985187,"AMEX:NRCG
Company: Hennessy Capital Acquisition Corp. III
(IQT532607421) - 8/1/2017",Acquired
08/18/2020,Hennessy Capital Acquisition Corp. IV (NasdaqCM:HCAC),Merger/Acquisition,Announced,Canoo Holdings Ltd.,-,IQTR684209832,"NasdaqCM:HCAC
Company: Hennessy Capital Acquisition Corp. IV
(IQT585023980) - 4/16/2019",Operating
07/02/2018,Hi Ai 1st Special Purpose Acquisition Company,Merger/Acquisition,Cancelled,BA Entertainment Co. Ltd.,-,IQTR573434614,"KOSDAQ:A235010
Company: Hi Ai 1st Special Purpose Acquisition Company
(IQT322624443) - 3/4/2016",Operating
05/23/2017,Hi Ai 1st Special Purpose Acquisition Company,Merger/Acquisition,Closed,Midas International Asset Management,-,IQTR431837045,"KOSDAQ:A235010
Company: Hi Ai 1st Special Purpose Acquisition Company
(IQT322624443) - 3/4/2016",Operating
11/16/2017,"HI Special Purpose Acquisition Company III Co.,Ltd.",Merger/Acquisition,Closed,"Russell Co., Ltd. (KOSDAQ:A217500)","Daishin Asset Management Co., Ltd.; Plus A Partners Co., Ltd.",IQTR544143939,"KOSDAQ:A217500
Company: HI Special Purpose Acquisition Company III Co.,Ltd.
(IQT293356540) - 6/17/2015",Acquired
06/23/2015,"HI Special Purpose Acquisition Company III Co.,Ltd.",Merger/Acquisition,Closed,"Daishin Asset Management Co., Ltd.",-,IQTR304682215,"KOSDAQ:A217500
Company: HI Special Purpose Acquisition Company III Co.,Ltd.
(IQT293356540) - 6/17/2015",Acquired
06/19/2015,"HI Special Purpose Acquisition Company III Co.,Ltd.",Merger/Acquisition,Closed,"Plus A Partners Co., Ltd.",-,IQTR304449759,"KOSDAQ:A217500
Company: HI Special Purpose Acquisition Company III Co.,Ltd.
(IQT293356540) - 6/17/2015",Acquired
06/25/2020,Hi Special Purpose Acquisition Company IV (KOSDAQ:A317240),Merger/Acquisition,Announced,"TS Trillion Co., Ltd. (XKON:A284610)","Samsung Securities Co.,Ltd., Asset Management Arm",IQTR673691524,"KOSDAQ:A317240
Company: Hi Special Purpose Acquisition Company IV
(IQT610698010) - 4/29/2019",Operating
04/04/2019,High Mountain Capital Corporation,Merger/Acquisition,Closed,Facedrive Inc. (TSXV:FD),-,IQTR608861826,"TSXV:BUZD.P
Company: High Mountain Capital Corporation
(IQT556766328) - 6/4/2018",Acquired
06/08/2020,HL Acquisitions Corp. (NasdaqCM:HCCH),Merger/Acquisition,Announced,"Fusion Welcome-Fuel, S.A.",-,IQTR671569273,"NasdaqCM:HCCH
Company: HL Acquisitions Corp.
(IQT570468716) - 7/18/2018",Operating
05/24/2018,HMCIB No.3 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"Bonne Co., Ltd. (KOSDAQ:A226340)","KB Securities Co., Ltd.",IQTR567498452,"KOSDAQ:A226340
Company: HMCIB No.3 Special Purpose Acquisition Company
(IQT312160100) - 11/5/2015",Acquired
11/17/2015,HMCIB No.3 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"KTB Asset Management Co., Ltd",-,IQTR317216114,"KOSDAQ:A226340
Company: HMCIB No.3 Special Purpose Acquisition Company
(IQT312160100) - 11/5/2015",Acquired
10/15/2019,Hoist Capital Corp. (TSXV:HTE.P),Merger/Acquisition,Cancelled,BTC Corporation Holdings Pty Ltd.,-,IQTR640608866,"TSXV:HTE.P
Company: Hoist Capital Corp.
(IQT566576136) - 8/24/2018",Operating
10/02/2018,Hoist Capital Corp. (TSXV:HTE.P),Merger/Acquisition,Cancelled,"The Sky Guys, Ltd.",-,IQTR585405108,"TSXV:HTE.P
Company: Hoist Capital Corp.
(IQT566576136) - 8/24/2018",Operating
02/06/2020,Hope Well Capital Corp.,Merger/Acquisition,Cancelled,Loc8 Corp.,-,IQTR653838900,"TSXV:HOPE.P
Company: Hope Well Capital Corp.
(IQT421251304) - 5/9/2017",Operating Subsidiary
11/20/2017,Hope Well Capital Corp.,Merger/Acquisition,Cancelled,Payfare Inc.,-,IQTR544425456,"TSXV:HOPE.P
Company: Hope Well Capital Corp.
(IQT421251304) - 5/9/2017",Operating Subsidiary
03/21/2019,Huale Acoustics Limited,Merger/Acquisition,Closed,"Huale Group CO., Limited",-,IQTR607173866,"OTCPK:HYAS
Company: Huale Acoustics Limited
(IQT410137949) - 9/1/2017",Acquired
11/01/2018,Huale Acoustics Limited,Merger/Acquisition,Closed,-,-,IQTR589956745,"OTCPK:HYAS
Company: Huale Acoustics Limited
(IQT410137949) - 9/1/2017",Acquired
02/28/2017,Huale Acoustics Limited,Merger/Acquisition,Closed,-,-,IQTR421943180,"OTCPK:HYAS
Company: Huale Acoustics Limited
(IQT410137949) - 9/1/2017",Acquired
09/13/2018,Huffington Capital Corp. (TSXV:BMG),Merger/Acquisition,Cancelled,NanoGraphene Inc.,-,IQTR580932483,"TSXV:BMG
Company: Huffington Capital Corp.
(IQT318309844) - 4/27/2016",Operating
05/07/2019,IBKS No. 5 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"Xavis Co., Ltd. (KOSDAQ:A254120)","Ricoh Company, Ltd. (TSE:7752)",IQTR633622219,"KOSDAQ:A254120
Company: IBKS No. 5 Special Purpose Acquisition Company
(IQT377924832) - 12/2/2016",Acquired
12/06/2016,IBKS No. 5 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"Value Asia Capital Co., Ltd.",-,IQTR412080196,"KOSDAQ:A254120
Company: IBKS No. 5 Special Purpose Acquisition Company
(IQT377924832) - 12/2/2016",Acquired
06/09/2020,IBKS No.10 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"WSI Co., Ltd. (KOSDAQ:A299170)",-,IQTR671801614,"KOSDAQ:A299170
Company: IBKS No.10 Special Purpose Acquisition Company
(IQT577958073) - 9/21/2018",Acquired
05/11/2020,IBKS No.11 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"VIOL Co., Ltd. (KOSDAQ:A335890)","IBK Securities Co., Ltd.; SUSUNG ASSET MANAGEMENT Co., Ltd.; M&M Investment Co., Ltd.; BNB Asset Co., Ltd.",IQTR677452473,"KOSDAQ:A335890
Company: IBKS No.11 Special Purpose Acquisition Company
(IQT641651960) - 12/3/2019",Acquired
08/07/2020,IBKS No.12 Special Purpose Acquisition Company (KOSDAQ:A335870),Merger/Acquisition,Cancelled,"Axgate Co., Ltd.",-,IQTR682566985,"KOSDAQ:A335870
Company: IBKS No.12 Special Purpose Acquisition Company
(IQT642303891) - 12/9/2019",Operating
07/15/2020,IBKS No.14 Special Purpose Acquisition Company (KOSDAQ:A351320),Merger/Acquisition,Cancelled,"Axgate Co., Ltd.",-,IQTR677832714,"KOSDAQ:A351320
Company: IBKS No.14 Special Purpose Acquisition Company
(IQT668229966) - 6/23/2020",Operating
02/28/2018,IBKS No.3 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"KMPHARMACEUTICAL Co.,Ltd. (KOSDAQ:A225430)","KB Asset Management Co., Ltd.; KTB Asset Management Co., Ltd; Daishin Asset Management Co., Ltd.; With Investment Co., Ltd.",IQTR554757478,"KOSDAQ:A225430
Company: IBKS No.3 Special Purpose Acquisition Company
(IQT310352860) - 10/8/2015",Acquired
06/08/2017,IBKS No.3 Special Purpose Acquisition Company,Merger/Acquisition,Cancelled,yeongguClean Inc.,"KTB Asset Management Co., Ltd; Daishin Asset Management Co., Ltd.; With Investment Co., Ltd.",IQTR433536978,"KOSDAQ:A225430
Company: IBKS No.3 Special Purpose Acquisition Company
(IQT310352860) - 10/8/2015",Acquired
06/30/2016,IBKS No.3 Special Purpose Acquisition Company,Merger/Acquisition,Cancelled,"Uracle Co., Ltd.","KTB Asset Management Co., Ltd; Daishin Asset Management Co., Ltd.; With Investment Co., Ltd.",IQTR370195974,"KOSDAQ:A225430
Company: IBKS No.3 Special Purpose Acquisition Company
(IQT310352860) - 10/8/2015",Acquired
03/08/2016,IBKS No.3 Special Purpose Acquisition Company,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",IQTR327590663,"KOSDAQ:A225430
Company: IBKS No.3 Special Purpose Acquisition Company
(IQT310352860) - 10/8/2015",Acquired
06/02/2016,IBKS No.4 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"Soltworks Co., Ltd. (KOSDAQ:A230980)","With Investment Co., Ltd.; Kc Investment Co., Ltd",IQTR345124913,"KOSDAQ:A230980
Company: IBKS No.4 Special Purpose Acquisition Company
(IQT317245037) - 3/2/2016",Acquired
03/08/2016,IBKS No.4 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"With Investment Co., Ltd.",-,IQTR327642870,"KOSDAQ:A230980
Company: IBKS No.4 Special Purpose Acquisition Company
(IQT317245037) - 3/2/2016",Acquired
07/04/2019,IBKS No.6 Special Acquisition Company,Merger/Acquisition,Closed,"Elensys Co.,Ltd. (KOSDAQ:A264850)",-,IQTR635369706,"KOSDAQ:A264850
Company: IBKS No.6 Special Acquisition Company
(IQT427334850) - 6/1/2017",Acquired
04/12/2018,IBKS No.6 Special Acquisition Company,Merger/Acquisition,Cancelled,"CNI Co.,Ltd","IBK Securities Co. Ltd., Investment Arm; EBEST Investment & Securities Co., Ltd., Asset Management Arm; KB Securities Co., Ltd., Investment Arm",IQTR559326387,"KOSDAQ:A264850
Company: IBKS No.6 Special Acquisition Company
(IQT427334850) - 6/1/2017",Acquired
06/07/2017,IBKS No.6 Special Acquisition Company,Merger/Acquisition,Closed,"IBK Securities Co. Ltd., Investment Arm",-,IQTR433468884,"KOSDAQ:A264850
Company: IBKS No.6 Special Acquisition Company
(IQT427334850) - 6/1/2017",Acquired
01/17/2019,IBKS No.7 Special Purpose Acquisition Company,Merger/Acquisition,Cancelled,"NSCompany Co., Ltd. (XKON:A224760)",-,IQTR598702698,"KOSDAQ:A276920
Company: IBKS No.7 Special Purpose Acquisition Company
(IQT543057963) - 11/10/2017",Operating
04/21/2017,IBKSGMB Special Purpose Acquisition Company,Merger/Acquisition,Closed,Sewha P&C INC. (KOSDAQ:A252500),"Shinhan Capital, Investment Arm; GMB Investment Co.,Ltd.",IQTR428411954,"KOSDAQ:A252500
Company: IBKSGMB Special Purpose Acquisition Company
(IQT402804978) - 11/2/2016",Acquired
11/07/2016,IBKSGMB Special Purpose Acquisition Company,Merger/Acquisition,Closed,"GMB Investment Co.,Ltd.",-,IQTR409184582,"KOSDAQ:A252500
Company: IBKSGMB Special Purpose Acquisition Company
(IQT402804978) - 11/2/2016",Acquired
10/28/2018,Ideami S.p.A.,Merger/Acquisition,Cancelled,A.Agrati S.p.A.,DeA Capital S.p.A. (BIT:DEA); Banca IMI S.p.A.,IQTR597581080,"BIT:IDM
Company: Ideami S.p.A.
(IQT545080360) - 12/11/2017",Operating
11/18/2019,Inceptus Capital Ltd. (TSXV:ICI.P),Merger/Acquisition,Announced,"Alpha K-9 Technologies, Inc.",-,IQTR644708433,"TSXV:ICI.P
Company: Inceptus Capital Ltd.
(IQT543165432) - 11/15/2017",Operating
02/15/2019,Inceptus Capital Ltd. (TSXV:ICI.P),Merger/Acquisition,Cancelled,Spatial Imaging Laboratory Corp.,-,IQTR602915001,"TSXV:ICI.P
Company: Inceptus Capital Ltd.
(IQT543165432) - 11/15/2017",Operating
10/11/2018,Inceptus Capital Ltd. (TSXV:ICI.P),Merger/Acquisition,Cancelled,RIMPAC Advanced Technology Development Ltd.,-,IQTR586315456,"TSXV:ICI.P
Company: Inceptus Capital Ltd.
(IQT543165432) - 11/15/2017",Operating
04/16/2019,Industrial Stars of Italy 3 S.p.A.,Merger/Acquisition,Closed,Salcef Group S.p.A. (BIT:SCF),-,IQTR655537615,"BIT:IN3
Company: Industrial Stars of Italy 3 S.p.A.
(IQT539474122) - 10/19/2017",Acquired
07/25/2016,INFOR Acquisition Corp.,Merger/Acquisition,Cancelled,ECN Capital Corp. (TSX:ECN),"Connor, Clark & Lunn Investment Management Ltd.; 1832 Asset Management L.P.; Sprott Asset Management, LP; Professionals' Financial - Mutual Funds Inc.; RBC Global Asset Management Inc.; INFOR Financial Group",IQTR377735047,"TSX:IAC.A
Company: INFOR Acquisition Corp.
(IQT306309455) - 7/7/2015",Operating
06/07/2018,Innova Italy 1 S.p.A.,Merger/Acquisition,Closed,Fine Foods & Pharmaceuticals N.T.M. S.p.A. (BIT:FF),-,IQTR571586578,"BIT:II1
Company: Innova Italy 1 S.p.A.
(IQT405047697) - 10/19/2016",Acquired
11/24/2020,INSU Acquisition Corp. II (NasdaqCM:INAQ),Merger/Acquisition,Announced,"Metromile, Inc.",-,IQTR695891111,"NasdaqCM:INAQ
Company: INSU Acquisition Corp. II
(IQT692503305) - 11/9/2020",Operating
06/29/2020,Insurance Acquisition Corp.,Merger/Acquisition,Closed,"Shift Technologies, Inc. (NasdaqCM:SFT)","UBS O'Connor LLC; Davidson Kempner Capital Management LP; Magnetar Capital, LLC; Polar Asset Management Partners Inc.; Linden Advisors LP; MM Asset Management Inc; Periscope Capital Inc; HGC Investment Management Inc.; Insurance Acquisition Sponsor, LLC; Dioptra Advisors, LLC",IQTR674294771,"NasdaqCM:INSU
Company: Insurance Acquisition Corp.
(IQT597172801) - 6/4/2019",Acquired
11/02/2020,InterPrivate Acquisition Corp. (NYSE:IPV),Merger/Acquisition,Announced,"AEVA, INC.",-,IQTR693886630,"NYSE:IPV
Company: InterPrivate Acquisition Corp.
(IQT656269893) - 2/27/2020",Operating
10/13/2020,Israel Capital Canada Corp. (TSXV:IL.P),Merger/Acquisition,Announced,Consumer Wellness Enhancement Membership Program and Two Additional Licenses of Waveforce,-,IQTR691654708,"TSXV:IL.P
Company: Israel Capital Canada Corp.
(IQT653391541) - 8/12/2020",Operating
02/25/2019,J55 Capital Corp.,Merger/Acquisition,Closed,Enthusiast Gaming Holdings Inc. (TSX:EGLX),-,IQTR604244379,"TSXV:FIVE
Company: J55 Capital Corp.
(IQT583858168) - 12/20/2018",Acquired
11/12/2020,Jaws Acquisition Corp. (NYSE:JWS),Merger/Acquisition,Announced,"Cano Health, LLC",Jaws Sponsor LLC,IQTR694774718,"NYSE:JWS
Company: Jaws Acquisition Corp.
(IQT666224062) - 7/6/2020",Operating Subsidiary
02/27/2019,Jensyn Acquisition Corp.,Merger/Acquisition,Closed,"The Peck Company Holdings, Inc. (NasdaqCM:PECK)",-,IQTR604629343,"NasdaqCM:PECK
Company: Jensyn Acquisition Corp.
(IQT332077145) - 4/26/2016",Acquired
08/15/2018,Jensyn Acquisition Corp.,Merger/Acquisition,Cancelled,Oneness Global,-,IQTR577616957,"NasdaqCM:PECK
Company: Jensyn Acquisition Corp.
(IQT332077145) - 4/26/2016",Acquired
11/09/2017,Jensyn Acquisition Corp.,Merger/Acquisition,Cancelled,"BAE Energy Management, LLC","Glazer Capital, LLC; Karpus Management Inc.; BIP GP LLC; Polar Asset Management Partners Inc.; CNH Partners, LLC; Hudson Bay Capital Management LP; Chardan Capital Markets, LLC., Asset Management Arm; Cowen Investment Management LLC; Periscope Capital Inc; Boothbay Fund Management, LLC; Jensyn Capital, LLC; New Dimensions Trading Ltd., Asset Management Arm",IQTR543166187,"NasdaqCM:PECK
Company: Jensyn Acquisition Corp.
(IQT332077145) - 4/26/2016",Acquired
08/28/2017,JM Global Holding Company,Merger/Acquisition,Closed,Code Chain New Continent Limited (NasdaqCM:CCNC),"Glazer Capital, LLC; Zhonghui Holdings Ltd.; Polar Asset Management Partners Inc.; Periscope Capital Inc",IQTR535782555,"NasdaqCM:WYIG
Company: JM Global Holding Company
(IQT311184651) - 12/29/2015",Acquired
05/02/2018,Kanzen Capital Corp.,Merger/Acquisition,Closed,Geyser Brands Inc. (TSXV:GYSR),Barry D. Mcknight Inc.; Hiebert Net Inc; 1096210 B.C. Ltd,IQTR561716216,"TSXV:KAN.P
Company: Kanzen Capital Corp.
(IQT418131579) - 7/12/2017",Acquired
05/06/2020,Kapa Capital Inc. (TSXV:KAPA.P),Merger/Acquisition,Announced,Quantus Resources Corp.,-,IQTR666989304,"TSXV:KAPA.P
Company: Kapa Capital Inc.
(IQT570178193) - 9/27/2018",Operating
12/05/2018,Kapa Capital Inc. (TSXV:KAPA.P),Merger/Acquisition,Cancelled,"PSI International, Inc.",-,IQTR593939565,"TSXV:KAPA.P
Company: Kapa Capital Inc.
(IQT570178193) - 9/27/2018",Operating
08/08/2018,Kayne Anderson Acquisition Corp.,Merger/Acquisition,Closed,Altus Midstream Company (NasdaqGM:ALTM),-,IQTR576795139,"NasdaqCM:KAAC
Company: Kayne Anderson Acquisition Corp.
(IQT429040338) - 5/2/2017",Acquired
04/15/2016,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800)",-,IQTR331177676,"KOSDAQ:A221950
Company: KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.
(IQT308976392) - 8/21/2015",Operating
08/28/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"DAYLI Partners Co., Ltd.",-,IQTR310243823,"KOSDAQ:A221950
Company: KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.
(IQT308976392) - 8/21/2015",Operating
